,0,1,2,3,4,target
178,0,21,65,2017,12,72.6
179,0,21,67,2010,39,33.5
180,0,21,67,2011,33,32.3
181,0,21,67,2012,27,28.1
182,0,21,67,2013,26,26.8
183,0,21,67,2014,46,36.4
184,0,21,67,2015,101,91.4
185,0,21,67,2016,177,157.6
186,0,21,67,2017,470,411.4
187,0,21,69,2010,3,3.6
188,0,21,69,2011,2,3.0
189,0,21,69,2012,9,7.0
190,0,21,69,2013,1,10.7
191,0,21,69,2015,5,52.8
192,0,21,69,2017,3,113.8
193,0,21,71,2010,9,8.6
194,0,21,71,2011,7,7.0
195,0,21,71,2012,10,9.8
196,0,21,71,2013,15,12.2
197,0,21,71,2014,23,18.6
198,0,21,71,2015,16,14.5
199,0,21,71,2016,19,16.0
200,0,21,71,2017,8,55.9
201,0,21,73,2010,6,6.0
202,0,21,73,2011,6,6.1
203,0,21,73,2012,4,5.7
204,0,21,73,2013,6,6.6
205,0,21,73,2014,1,5.6
206,0,21,73,2015,5,7.5
207,0,21,73,2016,20,20.4
208,0,21,73,2017,34,73.6
209,0,21,75,2010,3,4.0
210,0,21,75,2017,4,14.6
211,0,21,77,2010,1,1.4
212,0,21,77,2011,2,2.0
213,0,21,77,2014,1,1.3
214,0,21,77,2017,1,3.2
215,0,21,79,2010,2,1.8
216,0,21,79,2014,2,1.6
217,0,21,79,2016,7,10.4
218,0,21,79,2017,11,55.3
219,0,21,81,2010,2,1.6
220,0,21,81,2011,1,1.4
221,0,21,81,2012,1,1.1
222,0,21,81,2013,1,1.0
223,0,21,81,2014,2,3.4
224,0,21,81,2015,14,11.6
225,0,21,81,2016,25,14.6
226,0,21,81,2017,31,22.0
227,0,21,83,2011,5,4.4
228,0,21,83,2012,1,2.2
229,0,21,83,2013,3,2.7
230,0,21,83,2014,2,1.9
231,0,21,83,2015,2,5.7
232,0,21,83,2016,5,5.1
233,0,21,83,2017,7,9.0
234,0,21,85,2010,3,3.1
235,0,21,85,2011,3,3.4
236,0,21,85,2016,4,4.3
237,0,21,85,2017,3,7.5
238,0,21,87,2012,1,1.0
239,0,21,89,2010,1,3.1
240,0,21,89,2011,1,2.2
241,0,21,89,2012,1,1.0
242,0,21,89,2014,4,5.5
243,0,21,89,2015,3,3.8
244,0,21,89,2016,9,7.6
245,0,21,89,2017,10,12.9
246,0,21,93,2010,10,10.6
247,0,21,93,2011,13,9.4
248,0,21,93,2012,6,10.5
249,0,21,93,2013,1,4.0
250,0,21,93,2014,8,7.1
251,0,21,93,2015,2,2.0
252,0,21,93,2016,5,7.8
253,0,21,93,2017,18,11.8
254,0,21,95,2010,12,11.5
255,0,21,95,2011,7,7.9
256,0,21,95,2012,51,33.7
257,0,21,95,2013,11,22.6
258,0,21,95,2014,10,9.4
259,0,21,95,2015,1,5.5
260,0,21,95,2016,10,9.3
261,0,21,95,2017,5,9.7
262,0,21,97,2010,1,3.9
263,0,21,97,2012,3,8.5
264,0,21,97,2013,3,9.3
265,0,21,97,2014,5,6.2
266,0,21,97,2015,22,14.2
267,0,21,97,2016,25,23.8
268,0,21,97,2017,29,26.6
269,0,21,99,2011,1,3.9
270,0,21,99,2012,2,2.3
271,0,21,99,2014,1,8.1
272,0,21,101,2011,1,2.0
273,0,21,101,2015,2,2.1
274,0,21,101,2016,5,5.4
275,0,21,101,2017,4,4.2
276,0,21,103,2012,4,3.6
277,0,21,103,2015,3,3.0
278,0,21,103,2016,1,3.8
279,0,21,103,2017,5,4.1
280,0,21,107,2010,2,3.0
281,0,21,107,2011,2,2.4
282,0,21,107,2012,4,7.1
283,0,21,107,2013,3,2.8
284,0,21,107,2015,4,3.6
285,0,21,107,2017,11,8.0
286,0,21,109,2010,5,5.3
287,0,21,109,2011,2,2.6
288,0,21,109,2014,2,5.3
289,0,21,109,2015,3,16.7
290,0,21,109,2016,1,61.7
291,0,21,109,2017,3,87.3
292,0,21,111,2010,90,83.8
293,0,21,111,2011,97,75.6
294,0,21,111,2012,106,82.5
295,0,21,111,2013,57,70.1
296,0,21,111,2014,62,42.4
297,0,21,111,2015,72,65.1
298,0,21,111,2016,294,348.1
299,0,21,111,2017,848,737.2
300,0,21,113,2010,14,21.1
301,0,21,113,2011,4,16.9
302,0,21,113,2012,30,33.4
303,0,21,113,2013,5,22.5
304,0,21,113,2014,18,21.1
305,0,21,113,2015,6,64.4
306,0,21,113,2016,20,45.5
307,0,21,113,2017,47,326.2
308,0,21,115,2010,5,6.4
309,0,21,115,2011,4,6.2
310,0,21,115,2012,1,7.2
311,0,21,115,2014,4,7.5
312,0,21,115,2015,1,2.0
313,0,21,115,2016,1,19.7
314,0,21,115,2017,2,48.1
315,0,21,117,2010,18,16.6
316,0,21,117,2011,26,14.2
317,0,21,117,2012,17,14.8
318,0,21,117,2013,7,10.0
319,0,21,117,2014,41,21.7
320,0,21,117,2015,103,82.6
321,0,21,117,2016,150,148.2
322,0,21,117,2017,328,227.2
323,0,21,119,2010,17,14.2
324,0,21,119,2011,2,7.4
325,0,21,119,2012,9,8.0
326,0,21,119,2013,6,6.6
327,0,21,119,2014,2,2.0
328,0,21,119,2016,9,46.2
329,0,21,119,2017,5,19.3
330,0,21,121,2010,11,12.9
331,0,21,121,2011,2,6.2
332,0,21,121,2012,7,8.2
333,0,21,121,2013,4,7.2
334,0,21,121,2014,6,5.2
335,0,21,121,2015,4,24.1
336,0,21,121,2017,2,4.9
337,0,21,123,2010,2,5.3
338,0,21,123,2011,1,1.4
339,0,21,125,2010,8,7.6
340,0,21,125,2011,5,4.8
341,0,21,125,2012,11,10.2
342,0,21,125,2013,12,12.0
343,0,21,125,2014,22,17.3
344,0,21,125,2015,7,16.6
345,0,21,125,2016,3,13.0
346,0,21,125,2017,28,25.4
347,0,21,127,2010,1,3.1
348,0,21,127,2011,1,2.4
349,0,21,127,2013,2,4.2
350,0,21,127,2017,2,12.5
351,0,21,129,2010,6,5.7
352,0,21,129,2011,11,9.6
353,0,21,129,2012,6,7.3
354,0,21,129,2013,5,5.4
355,0,21,129,2014,2,4.5
356,0,21,129,2015,3,4.2
357,0,21,129,2017,3,4.1
358,0,21,131,2010,9,8.2
359,0,21,131,2011,3,4.5
360,0,21,131,2012,4,5.5
361,0,21,131,2013,2,2.8
362,0,21,131,2014,7,6.0
363,0,21,131,2015,2,3.8
364,0,21,131,2016,3,2.6
365,0,21,131,2017,2,3.6
366,0,21,133,2010,11,9.0
367,0,21,133,2011,6,4.5
368,0,21,133,2012,2,3.3
369,0,21,133,2013,1,2.5
370,0,21,133,2014,1,9.0
371,0,21,133,2015,5,4.9
372,0,21,133,2016,1,1.4
373,0,21,133,2017,1,1.9
374,0,21,135,2010,1,3.1
375,0,21,135,2011,2,2.2
376,0,21,135,2016,2,2.6
377,0,21,135,2017,7,4.8
378,0,21,137,2010,1,1.0
379,0,21,137,2011,10,5.7
380,0,21,137,2012,1,1.4
381,0,21,137,2013,2,1.9
382,0,21,137,2014,1,1.0
383,0,21,137,2015,1,1.8
384,0,21,137,2016,1,1.3
385,0,21,137,2017,2,2.4
386,0,21,139,2010,1,1.2
387,0,21,139,2013,1,1.4
388,0,21,139,2014,1,1.0
389,0,21,139,2015,1,1.0
390,0,21,139,2016,1,1.2
391,0,21,141,2010,3,2.5
392,0,21,141,2011,2,3.9
393,0,21,141,2012,1,1.5
394,0,21,141,2014,3,2.7
395,0,21,141,2015,1,4.1
396,0,21,141,2016,1,1.3
397,0,21,143,2012,3,2.9
398,0,21,143,2013,1,1.9
399,0,21,143,2014,2,2.1
400,0,21,145,2010,7,5.2
401,0,21,145,2011,11,8.4
402,0,21,145,2012,6,5.8
403,0,21,145,2013,6,5.1
404,0,21,145,2014,7,5.9
405,0,21,145,2015,4,5.4
406,0,21,145,2016,4,11.6
407,0,21,145,2017,11,14.8
408,0,21,147,2010,3,3.5
409,0,21,147,2013,2,3.1
410,0,21,147,2014,3,9.1
411,0,21,151,2010,36,25.0
412,0,21,151,2011,13,20.3
413,0,21,151,2012,15,12.8
414,0,21,151,2013,13,11.0
415,0,21,151,2014,23,20.3
416,0,21,151,2015,48,32.9
417,0,21,151,2016,83,80.7
418,0,21,151,2017,139,153.0
419,0,21,153,2010,1,2.0
420,0,21,153,2011,3,2.6
421,0,21,153,2013,3,3.6
422,0,21,153,2015,1,6.1
423,0,21,153,2017,3,17.2
424,0,21,155,2010,5,4.7
425,0,21,155,2011,4,3.7
426,0,21,155,2012,1,1.7
427,0,21,155,2013,3,2.3
428,0,21,155,2014,2,2.6
429,0,21,155,2015,3,3.0
430,0,21,155,2016,4,11.5
431,0,21,155,2017,9,6.1
432,0,21,157,2011,2,2.0
433,0,21,157,2012,4,2.3
434,0,21,157,2013,1,1.2
435,0,21,157,2014,3,3.0
436,0,21,157,2017,2,7.3
437,0,21,159,2013,1,1.1
438,0,21,159,2015,16,10.6
439,0,21,159,2016,2,3.4
440,0,21,159,2017,2,2.0
441,0,21,161,2010,3,2.8
442,0,21,161,2011,1,1.4
443,0,21,161,2012,2,2.2
444,0,21,161,2013,2,2.2
445,0,21,161,2014,4,3.6
446,0,21,161,2015,3,5.4
447,0,21,161,2016,9,7.4
448,0,21,161,2017,21,11.5
449,0,21,163,2010,2,2.2
450,0,21,163,2012,3,2.4
451,0,21,163,2013,3,3.0
452,0,21,163,2014,1,1.6
453,0,21,163,2015,1,3.2
454,0,21,163,2016,5,5.4
455,0,21,163,2017,4,6.9
456,0,21,165,2010,2,2.0
457,0,21,165,2013,1,2.8
458,0,21,165,2017,1,1.9
459,0,21,167,2010,3,2.7
460,0,21,167,2011,2,1.7
461,0,21,167,2012,1,1.2
462,0,21,167,2014,4,3.1
463,0,21,167,2015,4,3.1
464,0,21,167,2016,7,9.6
465,0,21,167,2017,12,7.9
466,0,21,169,2010,1,2.1
467,0,21,171,2010,1,2.4
468,0,21,171,2017,1,34.0
469,0,21,173,2010,9,8.5
470,0,21,173,2011,7,8.1
471,0,21,173,2012,8,8.1
472,0,21,173,2013,9,8.9
473,0,21,173,2014,12,9.9
474,0,21,173,2015,4,4.6
475,0,21,173,2016,18,22.0
476,0,21,173,2017,62,50.3
477,0,21,175,2010,1,2.4
478,0,21,175,2011,2,2.9
479,0,21,175,2012,3,3.5
480,0,21,175,2017,1,14.4
481,0,21,177,2010,3,2.9
482,0,21,177,2011,4,3.5
483,0,21,177,2012,10,5.1
484,0,21,177,2013,2,3.0
485,0,21,177,2014,5,5.3
486,0,21,177,2015,2,4.8
487,0,21,177,2016,1,1.7
488,0,21,179,2010,1,1.6
489,0,21,179,2011,3,2.8
490,0,21,179,2012,3,3.0
491,0,21,179,2013,3,3.2
492,0,21,179,2014,3,4.5
493,0,21,179,2016,8,7.3
494,0,21,179,2017,28,23.2
495,0,21,181,2010,8,4.7
496,0,21,181,2011,2,3.4
497,0,21,181,2014,1,1.8
498,0,21,181,2015,12,7.9
499,0,21,181,2016,3,3.5
500,0,21,181,2017,4,6.2
501,0,21,183,2012,3,3.2
502,0,21,183,2013,6,4.0
503,0,21,183,2015,2,2.4
504,0,21,183,2016,3,3.5
505,0,21,183,2017,2,3.8
506,0,21,185,2010,2,2.5
507,0,21,185,2011,2,4.4
508,0,21,185,2012,1,1.9
509,0,21,185,2013,1,1.5
510,0,21,185,2014,1,1.0
511,0,21,185,2015,1,1.4
512,0,21,185,2016,8,6.9
513,0,21,185,2017,12,7.5
514,0,21,187,2010,1,1.4
515,0,21,187,2014,1,1.2
516,0,21,187,2015,3,2.8
517,0,21,187,2016,5,5.1
518,0,21,187,2017,3,3.3
519,0,21,189,2010,2,4.4
520,0,21,189,2011,14,11.5
521,0,21,189,2012,4,6.8
522,0,21,189,2013,1,3.3
523,0,21,191,2010,3,2.9
524,0,21,191,2011,1,3.8
525,0,21,191,2012,3,2.6
526,0,21,191,2013,5,3.4
527,0,21,191,2015,1,5.4
528,0,21,191,2017,5,5.4
529,0,21,193,2010,74,66.7
530,0,21,193,2011,89,72.5
531,0,21,193,2012,62,59.7
532,0,21,193,2013,27,26.0
533,0,21,193,2014,17,16.1
534,0,21,193,2015,20,16.0
535,0,21,193,2016,18,13.8
536,0,21,193,2017,8,6.5
537,0,21,195,2010,9,7.4
538,0,21,195,2011,9,7.7
539,0,21,195,2012,5,6.1
540,0,21,195,2013,6,5.8
541,0,21,195,2014,5,7.3
542,0,21,195,2015,2,3.9
543,0,21,195,2016,2,9.0
544,0,21,195,2017,2,4.1
545,0,21,197,2010,5,6.1
546,0,21,197,2011,4,6.4
547,0,21,197,2012,9,7.3
548,0,21,197,2013,8,7.9
549,0,21,197,2014,10,8.8
550,0,21,197,2015,4,4.9
551,0,21,197,2016,5,6.3
552,0,21,197,2017,6,6.4
553,0,21,199,2010,16,10.4
554,0,21,199,2012,3,4.2
555,0,21,199,2013,2,2.6
556,0,21,199,2014,5,6.2
557,0,21,199,2015,9,5.9
558,0,21,199,2016,17,14.6
559,0,21,199,2017,15,12.0
560,0,21,201,2010,1,4.1
561,0,21,201,2012,2,1.9
562,0,21,201,2015,2,3.0
563,0,21,203,2010,8,8.3
564,0,21,203,2011,6,5.6
565,0,21,203,2012,5,5.0
566,0,21,203,2013,1,2.0
567,0,21,203,2014,6,5.7
568,0,21,203,2015,3,3.5
569,0,21,203,2016,3,6.6
570,0,21,203,2017,7,10.0
571,0,21,205,2010,3,5.1
572,0,21,205,2011,4,4.3
573,0,21,205,2012,5,4.7
574,0,21,205,2013,2,1.7
575,0,21,205,2015,6,5.4
576,0,21,205,2016,11,10.0
577,0,21,205,2017,17,14.8
578,0,21,207,2010,4,3.4
579,0,21,207,2012,1,2.3
580,0,21,207,2017,3,11.0
581,0,21,209,2010,2,2.3
582,0,21,209,2012,3,1.8
583,0,21,209,2013,1,1.1
584,0,21,209,2014,4,2.5
585,0,21,209,2015,2,2.4
586,0,21,209,2016,15,13.4
587,0,21,209,2017,29,22.2
588,0,21,211,2010,1,1.6
589,0,21,211,2012,1,1.0
590,0,21,211,2013,1,1.1
591,0,21,211,2014,1,1.6
592,0,21,211,2015,3,2.6
593,0,21,211,2016,18,14.7
594,0,21,211,2017,25,24.0
595,0,21,213,2011,4,3.4
596,0,21,213,2012,1,1.6
597,0,21,213,2013,2,1.8
598,0,21,213,2014,1,1.6
599,0,21,213,2015,1,1.3
600,0,21,213,2016,2,7.5
601,0,21,215,2010,1,1.9
602,0,21,215,2013,1,1.2
603,0,21,215,2015,1,1.3
604,0,21,215,2016,1,4.8
605,0,21,217,2010,1,1.1
606,0,21,217,2011,1,1.6
607,0,21,217,2012,2,1.5
608,0,21,217,2014,4,3.4
609,0,21,217,2015,4,3.7
610,0,21,217,2016,10,10.0
611,0,21,217,2017,14,15.9
612,0,21,219,2011,2,1.9
613,0,21,221,2010,1,1.3
614,0,21,221,2012,1,1.4
615,0,21,221,2014,1,2.7
616,0,21,223,2013,1,1.6
617,0,21,223,2014,3,3.3
618,0,21,223,2016,1,1.0
619,0,21,223,2017,1,3.7
620,0,21,225,2016,1,1.0
621,0,21,227,2010,9,7.2
622,0,21,227,2011,5,5.8
623,0,21,227,2012,6,6.0
624,0,21,227,2013,4,4.0
625,0,21,227,2014,4,3.9
626,0,21,227,2015,3,2.5
627,0,21,227,2016,10,5.1
628,0,21,227,2017,2,2.9
629,0,21,229,2010,2,4.1
630,0,21,231,2010,6,5.7
631,0,21,231,2011,8,7.2
632,0,21,231,2012,5,6.6
633,0,21,231,2014,2,2.3
634,0,21,231,2015,1,1.0
635,0,21,231,2016,4,3.8
636,0,21,231,2017,5,4.5
637,0,21,233,2010,1,3.4
638,0,21,233,2012,1,1.8
639,0,21,233,2013,1,1.7
640,0,21,233,2014,1,1.6
641,0,21,233,2015,1,1.0
642,0,21,233,2016,1,1.8
643,0,21,235,2010,18,10.9
644,0,21,235,2011,6,7.7
645,0,21,235,2012,7,8.2
646,0,21,235,2013,8,6.4
647,0,21,235,2014,4,4.0
648,0,21,235,2015,3,2.5
649,0,21,235,2016,6,4.5
650,0,21,235,2017,2,4.8
651,0,21,237,2010,1,1.0
652,0,21,237,2011,1,1.0
653,0,21,237,2012,1,1.0
654,0,21,237,2013,1,1.7
655,0,21,237,2015,3,2.4
656,0,21,237,2017,4,5.6
657,0,21,239,2011,3,2.8
658,0,21,239,2012,3,2.8
659,0,21,239,2013,2,2.1
660,0,21,239,2014,4,3.2
661,0,21,239,2015,1,1.6
662,0,21,239,2016,5,5.8
663,0,21,239,2017,12,8.8
664,0,39,1,2010,14,12.3
665,0,39,1,2011,7,8.0
666,0,39,1,2012,3,3.9
667,0,39,1,2013,2,3.1
668,0,39,1,2014,9,7.6
669,0,39,1,2015,22,25.5
670,0,39,1,2016,35,49.6
671,0,39,1,2017,33,39.2
672,0,39,3,2010,5,5.6
673,0,39,3,2011,11,9.8
674,0,39,3,2012,5,7.0
675,0,39,3,2013,9,7.5
676,0,39,3,2014,7,17.8
677,0,39,3,2015,36,32.5
678,0,39,3,2016,68,63.5
679,0,39,3,2017,93,78.5
680,0,39,5,2010,10,8.2
681,0,39,5,2011,7,6.8
682,0,39,5,2012,6,5.9
683,0,39,5,2013,8,6.0
684,0,39,5,2014,21,16.3
685,0,39,5,2015,15,16.5
686,0,39,5,2016,62,63.1
687,0,39,5,2017,125,104.5
688,0,39,7,2010,2,3.3
689,0,39,7,2011,6,4.9
690,0,39,7,2012,3,3.2
691,0,39,7,2013,8,5.2
692,0,39,7,2014,11,11.0
693,0,39,7,2015,29,22.2
694,0,39,7,2016,167,120.8
695,0,39,7,2017,274,206.2
696,0,39,9,2010,12,8.4
697,0,39,9,2011,6,6.1
698,0,39,9,2012,3,3.4
699,0,39,9,2013,2,2.6
700,0,39,9,2014,6,7.3
701,0,39,9,2015,10,14.8
702,0,39,9,2016,11,64.7
703,0,39,9,2017,22,112.0
704,0,39,11,2010,3,5.7
705,0,39,11,2011,3,4.2
706,0,39,11,2013,1,1.9
707,0,39,11,2014,4,5.0
708,0,39,11,2015,13,14.9
709,0,39,11,2016,20,20.8
710,0,39,11,2017,32,33.6
711,0,39,13,2010,4,5.0
712,0,39,13,2011,3,3.0
713,0,39,13,2012,2,2.6
714,0,39,13,2014,4,6.0
715,0,39,13,2015,11,14.2
716,0,39,13,2016,24,32.6
717,0,39,13,2017,69,61.6
718,0,39,15,2010,6,6.6
719,0,39,15,2011,7,5.9
720,0,39,15,2012,4,4.2
721,0,39,15,2013,5,4.7
722,0,39,15,2014,8,9.2
723,0,39,15,2015,43,36.6
724,0,39,15,2016,32,31.2
725,0,39,15,2017,27,35.9
726,0,39,17,2010,17,19.7
727,0,39,17,2011,23,21.5
728,0,39,17,2012,26,23.1
729,0,39,17,2013,27,22.0
730,0,39,17,2014,76,68.0
731,0,39,17,2015,152,119.3
732,0,39,17,2016,300,246.4
733,0,39,17,2017,683,551.8
734,0,39,19,2010,1,1.0
735,0,39,19,2012,1,3.5
736,0,39,19,2013,1,3.5
737,0,39,19,2016,4,10.5
738,0,39,19,2017,9,146.9
739,0,39,21,2010,1,1.8
740,0,39,21,2012,1,1.8
741,0,39,21,2014,7,6.7
742,0,39,21,2015,50,66.1
743,0,39,21,2016,31,66.1
744,0,39,21,2017,90,110.1
745,0,39,23,2014,3,5.0
746,0,39,23,2015,53,63.9
747,0,39,23,2016,106,127.9
748,0,39,23,2017,361,326.2
749,0,39,25,2010,22,17.6
750,0,39,25,2011,13,14.9
751,0,39,25,2012,9,9.7
752,0,39,25,2013,10,7.3
753,0,39,25,2014,32,19.2
754,0,39,25,2015,109,109.0
755,0,39,25,2016,133,146.8
756,0,39,25,2017,284,303.1
757,0,39,27,2010,8,8.4
758,0,39,27,2011,4,4.9
759,0,39,27,2012,6,5.9
760,0,39,27,2013,5,5.0
761,0,39,27,2014,16,17.2
762,0,39,27,2015,31,62.2
763,0,39,27,2016,70,86.3
764,0,39,27,2017,107,129.2
765,0,39,29,2010,1,1.5
766,0,39,29,2011,1,1.2
767,0,39,29,2012,1,1.8
768,0,39,29,2013,3,2.4
769,0,39,29,2014,12,13.2
770,0,39,29,2015,22,18.7
771,0,39,29,2016,155,124.7
772,0,39,29,2017,169,144.2
773,0,39,31,2010,1,2.1
774,0,39,31,2011,1,1.9
775,0,39,31,2012,4,3.4
776,0,39,31,2013,1,1.5
777,0,39,31,2015,1,3.1
778,0,39,31,2016,1,17.3
779,0,39,31,2017,5,23.9
780,0,39,33,2010,6,4.3
781,0,39,33,2011,3,3.2
782,0,39,33,2012,2,3.1
783,0,39,33,2013,2,2.1
784,0,39,33,2014,14,41.6
785,0,39,33,2015,17,11.1
786,0,39,33,2016,14,17.3
787,0,39,33,2017,30,27.3
788,0,39,35,2010,23,23.7
789,0,39,35,2011,16,20.9
790,0,39,35,2012,31,30.5
791,0,39,35,2013,36,31.7
792,0,39,35,2014,161,72.6
793,0,39,35,2015,420,491.6
794,0,39,35,2016,1946,1781.7
795,0,39,35,2017,4158,3524.0
796,0,39,37,2010,3,4.2
797,0,39,37,2011,9,8.4
798,0,39,37,2012,1,2.8
799,0,39,37,2013,3,6.5
800,0,39,37,2014,6,25.9
801,0,39,37,2015,13,94.4
802,0,39,37,2016,36,36.7
803,0,39,37,2017,79,483.5
804,0,39,39,2010,5,4.7
805,0,39,39,2011,6,6.8
806,0,39,39,2012,1,2.8
807,0,39,39,2013,4,3.8
808,0,39,39,2014,17,15.8
809,0,39,39,2015,38,33.3
810,0,39,39,2016,51,49.5
811,0,39,39,2017,61,64.8
812,0,39,41,2010,15,10.0
813,0,39,41,2011,7,8.9
814,0,39,41,2012,10,9.1
815,0,39,41,2013,3,10.5
816,0,39,41,2014,16,14.9
817,0,39,41,2015,16,20.4
818,0,39,41,2016,25,28.8
819,0,39,41,2017,63,62.6
820,0,39,43,2010,10,10.3
