,YYYY,FIPS,DrugReports,Tag
289,2010,39039,2,0.0
290,2010,39041,82,1.0
291,2010,42045,6,0.0
292,2010,51051,2,0.0
293,2010,51053,8,1.0
294,2010,42047,6,1.0
295,2010,51595,25,1.0
296,2010,42049,54,1.0
297,2010,42049,3,1.0
298,2010,51057,1,1.0
299,2010,21065,1,1.0
300,2010,21065,6,1.0
301,2010,51001,6,1.0
302,2010,39001,6,1.0
303,2010,39001,50,2.0
304,2010,39001,1,0.0
305,2010,42001,29,1.0
306,2010,51510,5,1.0
307,2010,51007,1,0.0
308,2010,51007,1,1.0
309,2010,51009,7,2.0
310,2010,51009,2,0.0
311,2010,21005,2,0.0
312,2010,51013,38,1.0
313,2010,51013,4,0.0
314,2010,39005,82,2.0
315,2010,39005,2,0.0
316,2010,39007,3,1.0
317,2010,39007,3,1.0
318,2010,39009,122,1.0
319,2010,39009,3,1.0
320,2010,39011,6,1.0
321,2010,51015,2,1.0
322,2010,51015,3,0.0
323,2010,21009,2,1.0
324,2010,21009,37,1.0
325,2010,21009,1,0.0
326,2010,21013,1,0.0
327,2010,21013,2,2.0
328,2010,21013,1,0.0
329,2010,54003,7,1.0
330,2010,54003,1,0.0
331,2010,42011,6,1.0
332,2010,42013,1,1.0
333,2010,51021,1,1.0
334,2010,21015,6,0.0
335,2010,54005,2,1.0
336,2010,51023,1,0.0
337,2010,21017,39,1.0
338,2010,21019,254,1.0
339,2010,21019,1,1.0
340,2010,21023,1,2.0
341,2010,54007,1,1.0
342,2010,51520,45,1.0
343,2010,51520,1,1.0
344,2010,54009,3,1.0
345,2010,39015,35,1.0
346,2010,39015,2,1.0
347,2010,51027,1,1.0
348,2010,51029,9,1.0
349,2010,51530,2,1.0
350,2010,51530,1,1.0
351,2010,21031,1,1.0
352,2010,39017,3,1.0
353,2010,39017,15,1.0
354,2010,42019,49,2.0
355,2010,42019,1,0.0
356,2010,54011,16,1.0
357,2010,42021,57,2.0
358,2010,42021,10,0.0
359,2010,21037,17,0.0
360,2010,42025,3,1.0
361,2010,21039,2,0.0
362,2010,21041,29,1.0
363,2010,21041,1,1.0
364,2010,21043,210,1.0
365,2010,21045,7,1.0
366,2010,39021,4,1.0
367,2010,51540,1,1.0
368,2010,51041,3,1.0
369,2010,42031,1,1.0
370,2010,42031,1,1.0
371,2010,21049,6,1.0
372,2010,39023,3,1.0
373,2010,39023,3,1.0
374,2010,51043,1,1.0
375,2010,54015,9,1.0
376,2010,42033,14,1.0
377,2010,21053,11,1.0
378,2010,51570,1,1.0
379,2010,42037,3,1.0
380,2010,39031,2,1.0
381,2010,39031,4,1.0
382,2010,51045,2,1.0
383,2010,39033,2,1.0
384,2010,42039,15,1.0
385,2010,42039,14,1.0
386,2010,21057,4,1.0
387,2010,51049,1,0.0
388,2010,39035,1,0.0
389,2010,39035,462,2.0
390,2010,39035,7,0.0
391,2010,51590,8,0.0
392,2010,39037,2,1.0
393,2010,39037,2,1.0
394,2010,39037,1,0.0
395,2010,42043,7,1.0
396,2010,42043,27,1.0
397,2010,21059,27,1.0
398,2010,39039,12,1.0
399,2010,42045,12,1.0
400,2010,42045,15,1.0
401,2010,42045,1,0.0
402,2010,21001,6,1.0
403,2010,42001,14,2.0
404,2010,51003,2,1.0
405,2010,51003,3,0.0
406,2010,51510,1,1.0
407,2010,42003,236,1.0
408,2010,39003,43,2.0
409,2010,39003,2,0.0
410,2010,51007,1,1.0
411,2010,51009,31,1.0
412,2010,51013,8,1.0
413,2010,42005,3,1.0
414,2010,39005,13,1.0
415,2010,39005,8,0.0
416,2010,39007,1,0.0
417,2010,39009,14,1.0
418,2010,21007,1,1.0
419,2010,21011,1,1.0
420,2010,42007,87,2.0
421,2010,42007,1,0.0
422,2010,21013,4,1.0
423,2010,21013,4,0.0
424,2010,39013,2,0.0
425,2010,54003,1,1.0
426,2010,42011,13,1.0
427,2010,42011,26,1.0
428,2010,42013,1,0.0
429,2010,42013,103,2.0
430,2010,42013,17,1.0
431,2010,42013,11,0.0
432,2010,21015,1,1.0
433,2010,21015,3,1.0
434,2010,51023,1,0.0
435,2010,51023,10,1.0
436,2010,21017,2,1.0
437,2010,21021,1,0.0
438,2010,54007,17,1.0
439,2010,21025,63,1.0
440,2010,21027,10,1.0
441,2010,39015,2,1.0
442,2010,39015,1,0.0
443,2010,51025,1,0.0
444,2010,51027,1,1.0
445,2010,51027,12,0.0
446,2010,51029,1,1.0
447,2010,51029,2,0.0
448,2010,42017,63,1.0
449,2010,51530,1,0.0
450,2010,39017,2,1.0
451,2010,54011,23,2.0
452,2010,21033,8,1.0
453,2010,42021,1,0.0
454,2010,42021,2,1.0
455,2010,21037,4,0.0
456,2010,21037,5,1.0
457,2010,21037,5,0.0
458,2010,51031,3,0.0
459,2010,42025,3,1.0
460,2010,21039,2,1.0
461,2010,21041,4,1.0
462,2010,39019,8,1.0
463,2010,51035,1,1.0
464,2010,21045,14,1.0
465,2010,42027,2,0.0
466,2010,51550,119,2.0
467,2010,51550,2,0.0
468,2010,42029,9,0.0
469,2010,51041,10,1.0
470,2010,51041,1,0.0
471,2010,21047,18,1.0
472,2010,21047,1,0.0
473,2010,21049,1,1.0
474,2010,39023,1,1.0
475,2010,21051,2,0.0
476,2010,42033,29,2.0
477,2010,39025,52,1.0
478,2010,21053,4,1.0
479,2010,42035,8,2.0
480,2010,42035,1,0.0
481,2010,51570,13,1.0
482,2010,51570,1,0.0
483,2010,39029,11,1.0
484,2010,39029,2,1.0
485,2010,42039,3,1.0
486,2010,21055,2,1.0
487,2010,51047,18,2.0
488,2010,51047,14,0.0
489,2010,42041,6,1.0
490,2010,51590,4,1.0
491,2010,51590,3,0.0
492,2010,39039,1,0.0
493,2010,39039,15,1.0
494,2010,39041,13,1.0
495,2010,39041,4,0.0
496,2010,42045,3,0.0
497,2010,42045,2,1.0
498,2010,42045,29,0.0
499,2010,54017,6,1.0
500,2010,21063,72,1.0
501,2010,39043,30,2.0
502,2010,39001,3,1.0
503,2010,39001,59,1.0
504,2010,39001,12,0.0
505,2010,42001,1,1.0
506,2010,51003,1,1.0
507,2010,51510,3,1.0
508,2010,51005,1,1.0
509,2010,51005,5,1.0
510,2010,42003,1,0.0
511,2010,42003,2,0.0
512,2010,42003,16,1.0
513,2010,21003,10,1.0
514,2010,21003,4,0.0
515,2010,39003,15,1.0
516,2010,51013,3,1.0
517,2010,51013,7,1.0
518,2010,39005,12,1.0
519,2010,39005,6,1.0
520,2010,39007,26,2.0
521,2010,39007,1,0.0
522,2010,39009,40,1.0
523,2010,39009,9,0.0
524,2010,54001,1,1.0
525,2010,42007,6,1.0
526,2010,42007,1,1.0
527,2010,42009,34,2.0
528,2010,51019,6,1.0
529,2010,51515,1,1.0
530,2010,54003,1,0.0
531,2010,42013,18,1.0
532,2010,42013,14,1.0
533,2010,54005,22,1.0
534,2010,51023,20,2.0
535,2010,21017,2,0.0
536,2010,21019,10,1.0
537,2010,21019,9,1.0
538,2010,21019,2,0.0
539,2010,42015,33,2.0
540,2010,54007,7,1.0
541,2010,51520,3,1.0
542,2010,39015,1,1.0
543,2010,39015,21,1.0
544,2010,51025,4,2.0
545,2010,42017,120,1.0
546,2010,42017,27,1.0
547,2010,39017,127,1.0
548,2010,39017,12,1.0
549,2010,42019,12,1.0
550,2010,42019,2,1.0
551,2010,54011,3,1.0
552,2010,54011,8,1.0
553,2010,21033,2,1.0
554,2010,42021,3,0.0
555,2010,42023,1,1.0
556,2010,21037,72,1.0
557,2010,21037,1,1.0
558,2010,21039,2,1.0
559,2010,51033,5,2.0
560,2010,51035,6,1.0
561,2010,51035,3,1.0
562,2010,21043,1,2.0
563,2010,42027,23,1.0
564,2010,51540,4,1.0
565,2010,42029,11,1.0
566,2010,51041,39,1.0
567,2010,51041,3,0.0
568,2010,42031,3,1.0
569,2010,21049,1,1.0
570,2010,39023,26,2.0
571,2010,42033,1,0.0
572,2010,39025,19,1.0
573,2010,39025,4,1.0
574,2010,39027,68,2.0
575,2010,51570,9,1.0
576,2010,42037,4,1.0
577,2010,39029,9,1.0
578,2010,39033,6,1.0
579,2010,21055,2,0.0
580,2010,51047,11,1.0
581,2010,39035,81,1.0
582,2010,39035,13,0.0
583,2010,51590,1,1.0
584,2010,39037,1,1.0
585,2010,42043,37,1.0
586,2010,42043,2,1.0
587,2010,21059,1,0.0
588,2010,39039,31,1.0
589,2010,39039,2,1.0
590,2010,39041,2,1.0
591,2010,42045,337,1.0
592,2010,42045,6,1.0
593,2010,42047,2,2.0
594,2010,39043,1,1.0
595,2010,51059,21,1.0
596,2010,39045,1,1.0
597,2010,39045,1,1.0
598,2010,51610,1,1.0
599,2010,21067,5,1.0
600,2010,21067,32,2.0
601,2010,21067,23,0.0
602,2010,39001,4,1.0
603,2010,39001,1,0.0
604,2010,42001,2,1.0
605,2010,42001,1,1.0
606,2010,51510,1,1.0
607,2010,51005,6,1.0
608,2010,42003,198,1.0
609,2010,42003,16,0.0
610,2010,39003,1,1.0
611,2010,39003,2,1.0
612,2010,39003,20,1.0
613,2010,39003,3,1.0
614,2010,51007,2,1.0
615,2010,51013,3,1.0
616,2010,42005,96,2.0
617,2010,42005,1,0.0
618,2010,39009,2,0.0
619,2010,39011,7,1.0
620,2010,51015,13,1.0
621,2010,51015,2,0.0
622,2010,21009,2,0.0
623,2010,51017,12,1.0
624,2010,42007,16,1.0
625,2010,42007,1,0.0
626,2010,51019,17,1.0
627,2010,51019,6,1.0
628,2010,51019,4,0.0
629,2010,21013,4,0.0
630,2010,39013,2,0.0
631,2010,39013,10,1.0
632,2010,42013,64,1.0
633,2010,42013,1,1.0
634,2010,51021,1,0.0
635,2010,21015,19,1.0
636,2010,54005,1,1.0
637,2010,21023,4,1.0
638,2010,51520,20,1.0
639,2010,51029,2,1.0
640,2010,42017,506,1.0
641,2010,42017,1,1.0
642,2010,21029,9,0.0
643,2010,42019,6,1.0
644,2010,21033,1,1.0
645,2010,21035,2,1.0
646,2010,21037,34,1.0
647,2010,51031,3,1.0
648,2010,51031,1,0.0
649,2010,42025,3,0.0
650,2010,21041,1,1.0
651,2010,51035,10,1.0
652,2010,51035,1,1.0
653,2010,21045,2,0.0
654,2010,42027,5,1.0
655,2010,39021,19,1.0
656,2010,39021,1,1.0
657,2010,42029,1,1.0
658,2010,51041,69,1.0
659,2010,21049,142,1.0
660,2010,21051,8,1.0
661,2010,21051,1,1.0
662,2010,21051,31,1.0
663,2010,21051,3,0.0
664,2010,39025,1,0.0
665,2010,39025,78,1.0
666,2010,39025,5,1.0
667,2010,39027,1,0.0
668,2010,42035,1,1.0
669,2010,42035,1,1.0
670,2010,51570,13,2.0
671,2010,51045,4,1.0
672,2010,39033,16,1.0
673,2010,42039,2,1.0
674,2010,51047,1,1.0
675,2010,51047,11,1.0
676,2010,51047,3,0.0
677,2010,42041,1,0.0
678,2010,42041,2,1.0
679,2010,39035,3,1.0
680,2010,51590,17,1.0
681,2010,39041,1123,2.0
682,2010,39041,10,0.0
683,2010,51053,2,0.0
684,2010,21061,1,0.0
685,2010,42047,1,0.0
686,2010,21063,12,1.0
687,2010,51595,3,2.0
688,2010,39043,3,1.0
689,2010,42049,62,2.0
690,2010,42049,1,0.0
691,2010,42049,1,0.0
692,2010,51057,1,1.0
693,2010,51059,19,1.0
694,2010,51059,1,1.0
695,2010,39045,16,1.0
696,2010,39045,1,1.0
697,2010,39045,24,1.0
698,2010,39045,3,1.0
699,2010,51610,1,1.0
700,2010,51061,2,0.0
701,2010,21067,1,0.0
702,2010,51001,1,1.0
703,2010,39001,119,1.0
704,2010,39001,1,1.0
705,2010,42001,2,0.0
706,2010,51005,1,0.0
707,2010,42003,2,1.0
708,2010,42003,2592,2.0
709,2010,42003,34,0.0
710,2010,51009,15,1.0
711,2010,21005,21,1.0
712,2010,51011,2,1.0
713,2010,51011,1,1.0
714,2010,51013,2,0.0
715,2010,42005,16,1.0
716,2010,42005,1,1.0
717,2010,39007,42,1.0
718,2010,51015,5,1.0
719,2010,21009,1,1.0
720,2010,21011,42,1.0
721,2010,51017,3,0.0
722,2010,51017,1,1.0
723,2010,42009,3,1.0
724,2010,51019,3,2.0
725,2010,51019,1,0.0
726,2010,21013,1,1.0
727,2010,21013,83,1.0
728,2010,39013,1,1.0
729,2010,39013,3,1.0
730,2010,54003,2,1.0
731,2010,51021,1,1.0
732,2010,21015,10,1.0
733,2010,21015,1,1.0
734,2010,54005,14,1.0
735,2010,51023,12,1.0
736,2010,51023,1,1.0
737,2010,21021,7,1.0
738,2010,42015,22,1.0
739,2010,54007,1,1.0
740,2010,21027,2,1.0
741,2010,51520,26,1.0
742,2010,51520,7,0.0
743,2010,39015,4,0.0
744,2010,51025,2,1.0
745,2010,51027,8,1.0
746,2010,51029,2,1.0
747,2010,42017,4,0.0
748,2010,21029,41,1.0
749,2010,21031,3,1.0
750,2010,21031,1,0.0
751,2010,39017,223,2.0
752,2010,21035,1,1.0
753,2010,42021,14,1.0
754,2010,42021,10,1.0
755,2010,21037,86,2.0
756,2010,21037,1,0.0
757,2010,51031,3,1.0
758,2010,42025,5,1.0
759,2010,21041,9,1.0
760,2010,21041,3,0.0
761,2010,39019,1,0.0
762,2010,21045,32,1.0
763,2010,21045,1,0.0
764,2010,42027,1,1.0
765,2010,42027,23,2.0
766,2010,51037,5,1.0
767,2010,51540,1,0.0
768,2010,51550,5,1.0
769,2010,51550,1,0.0
770,2010,51550,2,0.0
771,2010,42029,3,1.0
772,2010,51041,3,0.0
773,2010,21047,2,1.0
774,2010,51043,2,1.0
775,2010,42033,1,0.0
776,2010,42033,1,1.0
777,2010,39025,3,0.0
778,2010,21053,7,1.0
779,2010,39027,33,1.0
780,2010,39031,1,0.0
781,2010,39033,4,0.0
782,2010,42039,6,2.0
783,2010,51047,8,1.0
784,2010,42041,32,2.0
785,2010,51049,2,0.0
786,2010,51590,3,2.0
787,2010,39037,20,2.0
788,2010,39037,2,0.0
789,2010,42043,266,2.0
790,2010,42043,12,0.0
791,2010,21059,6,1.0
792,2010,39039,24,2.0
793,2010,39039,2,0.0
794,2010,39041,3,1.0
795,2010,39041,22,1.0
796,2010,39041,1,0.0
797,2010,42045,344,2.0
798,2010,42045,5,0.0
799,2010,21061,9,1.0
800,2010,42047,1,1.0
801,2010,21063,1,1.0
802,2010,51595,1,1.0
803,2010,39045,2,0.0
804,2010,51610,1,1.0
805,2010,51061,41,1.0
806,2010,51061,5,1.0
807,2010,21067,31,1.0
808,2010,39047,8,2.0
809,2010,42051,67,2.0
810,2010,42051,4,0.0
811,2010,21071,1,1.0
812,2010,51063,1,1.0
813,2010,51065,1,2.0
814,2010,21073,2,1.0
815,2010,21073,2,0.0
816,2010,39049,29,1.0
817,2010,42055,41,2.0
818,2010,51067,2,1.0
819,2010,51069,7,1.0
820,2010,21075,3,0.0
821,2010,42057,1,1.0
822,2010,42057,18,1.0
823,2010,51640,1,0.0
824,2010,39053,59,1.0
825,2010,39055,3,1.0
826,2010,39055,1,0.0
827,2010,51071,90,1.0
828,2010,51073,5,1.0
829,2010,51075,8,1.0
830,2010,21081,2,0.0
831,2010,54023,2,2.0
832,2010,21083,10,1.0
833,2010,21083,3,1.0
834,2010,21085,3,1.0
835,2010,21085,1,0.0
836,2010,51077,9,1.0
837,2010,51077,9,1.0
838,2010,54025,3,1.0
839,2010,39057,1,1.0
840,2010,39057,3,0.0
841,2010,42059,3,1.0
842,2010,51079,4,1.0
843,2010,39059,6,1.0
844,2010,51083,9,1.0
845,2010,51083,2,1.0
846,2010,39061,1917,2.0
847,2010,39061,68,0.0
848,2010,51650,1,0.0
849,2010,39063,5,1.0
850,2010,51085,5,1.0
851,2010,39065,2,1.0
852,2010,54031,4,1.0
853,2010,54033,2,1.0
854,2010,51660,1,1.0
855,2010,51660,1,1.0
856,2010,21099,1,1.0
857,2010,21101,5,1.0
858,2010,51087,49,1.0
859,2010,51089,1,0.0
860,2010,39075,5,1.0
861,2010,21107,33,1.0
862,2010,21107,9,1.0
863,2010,42061,18,1.0
864,2010,42061,1,1.0
865,2010,39077,38,2.0
866,2010,42063,5,1.0
867,2010,39079,1,0.0
868,2010,54035,2,1.0
869,2010,51095,4,1.0
870,2010,21111,2,0.0
871,2010,21111,7,1.0
872,2010,21111,45,0.0
873,2010,39081,4,1.0
874,2010,39081,16,1.0
875,2010,42065,4,1.0
876,2010,54037,4,1.0
877,2010,21115,2,1.0
878,2010,21117,1,0.0
879,2010,21117,1,1.0
880,2010,21117,14,1.0
881,2010,21117,5,0.0
882,2010,51099,2,1.0
883,2010,51101,1,1.0
884,2010,21119,61,1.0
885,2010,21119,4,0.0
886,2010,21121,70,1.0
887,2010,21121,3,0.0
888,2010,39083,2,1.0
889,2010,42069,3,1.0
890,2010,39085,29,0.0
891,2010,42071,4,1.0
892,2010,21125,8,0.0
893,2010,42075,1,1.0
894,2010,42077,8,1.0
895,2010,39089,175,2.0
896,2010,39089,2,0.0
897,2010,21141,1,0.0
898,2010,39091,1,1.0
899,2010,54045,11,1.0
900,2010,51107,39,2.0
901,2010,51109,5,2.0
902,2010,51109,2,0.0
903,2010,51059,1,1.0
904,2010,51600,20,2.0
905,2010,51600,12,1.0
906,2010,39045,78,1.0
907,2010,51061,1,1.0
908,2010,42051,42,1.0
909,2010,42051,1,0.0
910,2010,21069,3,0.0
911,2010,21071,82,1.0
912,2010,51063,7,1.0
913,2010,21073,64,1.0
914,2010,39049,60,1.0
915,2010,39049,346,1.0
916,2010,39049,4,1.0
917,2010,39049,1,0.0
918,2010,42055,9,1.0
919,2010,51620,2,1.0
920,2010,51630,28,1.0
921,2010,51630,1,1.0
922,2010,39051,1,0.0
923,2010,21079,2,0.0
924,2010,39055,13,1.0
925,2010,51071,7,0.0
926,2010,51073,13,2.0
927,2010,54023,10,1.0
928,2010,21087,1,1.0
929,2010,21087,3,1.0
930,2010,54025,2,1.0
931,2010,42059,5,1.0
932,2010,51081,1,2.0
933,2010,51081,14,1.0
934,2010,21089,3,1.0
935,2010,39059,15,1.0
936,2010,39061,347,1.0
937,2010,39061,25,0.0
938,2010,51650,3,1.0
939,2010,54029,79,2.0
940,2010,51085,39,1.0
941,2010,51085,1,1.0
942,2010,51085,4,0.0
943,2010,39065,46,1.0
944,2010,39065,1,1.0
945,2010,54031,1,1.0
946,2010,21095,7,0.0
947,2010,21097,7,1.0
948,2010,54033,1,0.0
949,2010,51087,10,1.0
950,2010,51087,3,1.0
951,2010,21103,2,1.0
952,2010,39071,20,1.0
953,2010,39071,7,1.0
954,2010,39075,1,1.0
955,2010,51670,1,1.0
956,2010,21107,1,2.0
957,2010,42061,6,1.0
958,2010,39077,33,1.0
959,2010,42063,159,2.0
960,2010,21109,1,0.0
961,2010,21109,3,0.0
962,2010,39079,35,2.0
963,2010,39079,1,0.0
964,2010,21111,25,1.0
965,2010,39081,13,2.0
966,2010,39081,1,0.0
967,2010,42065,7,1.0
968,2010,42065,8,1.0
969,2010,42065,1,1.0
970,2010,54037,6,1.0
971,2010,21113,153,1.0
972,2010,54039,72,2.0
973,2010,54039,1,0.0
974,2010,21117,2,1.0
975,2010,51099,5,2.0
976,2010,51099,2,0.0
977,2010,51101,2,1.0
978,2010,51101,2,1.0
979,2010,21119,13,0.0
980,2010,39083,2,0.0
981,2010,39085,14,1.0
982,2010,39085,39,1.0
983,2010,39085,4,0.0
984,2010,42071,1,0.0
985,2010,42071,2,0.0
986,2010,21127,47,1.0
987,2010,42073,4,0.0
988,2010,42075,1,1.0
989,2010,21129,6,1.0
990,2010,42077,346,2.0
991,2010,42077,1,0.0
992,2010,21131,23,1.0
993,2010,21133,48,1.0
994,2010,21133,3,1.0
995,2010,21135,4,1.0
996,2010,39089,55,1.0
