,YYYY,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7,0
105,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,116.3
106,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,116.3
107,11.0,0,0,0,0,1,0,0,0,0,0,0,0,1,116.3
108,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,116.3
109,13.0,0,0,0,0,1,0,0,0,0,0,0,0,1,116.3
110,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,116.3
111,15.0,0,0,0,0,1,0,0,0,0,0,0,0,1,25.9
112,8.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
113,9.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
114,10.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
115,11.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
116,12.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
117,13.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
118,14.0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9
119,15.0,0,1,0,0,1,0,0,0,0,0,0,0,1,69.2
120,8.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
121,9.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
122,10.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
123,11.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
124,12.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
125,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
126,14.0,1,0,0,0,1,0,0,0,0,0,0,0,1,69.2
127,15.0,1,0,0,0,1,0,0,0,0,0,0,0,1,2041.7
128,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
129,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
130,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
131,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
132,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
133,13.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
134,14.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2041.7
135,15.0,0,0,0,1,0,0,0,0,0,0,0,0,1,320.8
136,8.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
137,9.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
138,10.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
139,11.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
140,12.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
141,13.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
142,14.0,0,1,0,1,0,0,0,0,0,0,0,0,1,320.8
143,15.0,0,1,0,1,0,0,0,0,0,0,0,0,1,2062.4
144,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
145,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
146,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
147,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
148,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
149,13.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
150,14.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2062.4
151,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1,10.3
152,8.0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.3
153,10.0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.3
154,11.0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.3
155,12.0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.3
156,13.0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.3
157,14.0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.3
158,15.0,0,0,0,1,1,0,0,0,0,0,0,0,1,7.4
159,8.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
160,9.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
161,10.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
162,11.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
163,12.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
164,13.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
165,14.0,0,1,0,1,1,0,0,0,0,0,0,0,1,7.4
166,15.0,0,1,0,1,1,0,0,0,0,0,0,0,1,40.4
167,8.0,1,0,0,1,1,0,0,0,0,0,0,0,1,40.4
168,10.0,1,0,0,1,1,0,0,0,0,0,0,0,1,40.4
169,11.0,1,0,0,1,1,0,0,0,0,0,0,0,1,40.4
170,12.0,1,0,0,1,1,0,0,0,0,0,0,0,1,40.4
171,13.0,1,0,0,1,1,0,0,0,0,0,0,0,1,40.4
172,14.0,1,0,0,1,1,0,0,0,0,0,0,0,1,40.4
173,15.0,1,0,0,1,1,0,0,0,0,0,0,0,1,27.0
174,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
175,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
176,10.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
177,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
178,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
179,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
180,14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.0
181,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.3
182,8.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
183,9.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
184,10.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
185,11.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
186,12.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
187,13.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
188,14.0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.3
189,15.0,0,1,1,0,0,0,0,0,0,0,0,0,1,64.8
190,8.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
191,9.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
192,10.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
193,11.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
194,12.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
195,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
196,14.0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.8
197,15.0,1,0,1,0,0,0,0,0,0,0,0,0,1,10.1
198,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.1
199,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.1
200,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.1
201,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.1
202,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.1
203,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
204,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
205,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
206,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
207,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
208,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
209,13.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
210,14.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
211,15.0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.3
212,10.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.3
213,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.3
214,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.3
215,13.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.3
216,14.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.3
217,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,109.3
218,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
219,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
220,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
221,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
222,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
223,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
224,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,109.3
225,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,68.4
226,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
227,9.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
228,10.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
229,11.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
230,12.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
231,13.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
232,14.0,0,1,0,0,1,0,0,0,0,0,0,1,0,68.4
233,15.0,0,1,0,0,1,0,0,0,0,0,0,1,0,117.7
234,8.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
235,9.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
236,10.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
237,11.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
238,12.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
239,13.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
240,14.0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.7
241,15.0,1,0,0,0,1,0,0,0,0,0,0,1,0,96.9
242,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
243,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
244,10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
245,11.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
246,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
247,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
248,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,96.9
249,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.6
250,8.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
251,9.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
252,10.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
253,11.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
254,12.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
255,13.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
256,14.0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.6
257,15.0,0,1,0,1,0,0,0,0,0,0,0,1,0,62.1
258,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
259,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
260,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
261,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
262,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
263,13.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
264,14.0,1,0,0,1,0,0,0,0,0,0,0,1,0,62.1
265,15.0,1,0,0,1,0,0,0,0,0,0,0,1,0,12.8
266,8.0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.8
267,9.0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.8
268,11.0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.8
269,12.0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.8
270,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.8
271,14.0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.8
272,15.0,0,0,0,1,1,0,0,0,0,0,0,1,0,37.0
273,8.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
274,9.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
275,10.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
276,11.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
277,12.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
278,13.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
279,14.0,0,1,0,1,1,0,0,0,0,0,0,1,0,37.0
280,15.0,0,1,0,1,1,0,0,0,0,0,0,1,0,16.7
281,9.0,1,0,0,1,1,0,0,0,0,0,0,1,0,16.7
282,11.0,1,0,0,1,1,0,0,0,0,0,0,1,0,16.7
283,12.0,1,0,0,1,1,0,0,0,0,0,0,1,0,16.7
284,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,16.7
285,14.0,1,0,0,1,1,0,0,0,0,0,0,1,0,16.7
286,15.0,1,0,0,1,1,0,0,0,0,0,0,1,0,14.8
287,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.1
288,8.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
289,9.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
290,10.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
291,11.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
292,12.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
293,13.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
294,14.0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.1
295,15.0,0,1,1,0,0,0,0,0,0,0,0,1,0,4.1
296,12.0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.1
297,13.0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.1
298,14.0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.1
299,15.0,1,0,1,0,0,0,0,0,0,0,0,1,0,110.9
300,14.0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.2
301,8.0,0,1,0,0,0,0,0,0,0,0,0,1,1,11.2
302,9.0,0,1,0,0,0,0,0,0,0,0,0,1,1,11.2
303,10.0,0,1,0,0,0,0,0,0,0,0,0,1,1,11.2
304,11.0,0,1,0,0,0,0,0,0,0,0,0,1,1,13.2
305,13.0,1,0,0,0,0,0,0,0,0,0,0,1,1,13.2
306,15.0,1,0,0,0,0,0,0,0,0,0,0,1,1,244.0
307,8.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
308,9.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
309,10.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
310,11.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
311,12.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
312,13.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
313,14.0,0,0,0,0,1,0,0,0,0,0,0,1,1,244.0
314,15.0,0,0,0,0,1,0,0,0,0,0,0,1,1,54.6
315,8.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
316,9.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
317,10.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
318,11.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
319,12.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
320,13.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
321,14.0,0,1,0,0,1,0,0,0,0,0,0,1,1,54.6
322,15.0,0,1,0,0,1,0,0,0,0,0,0,1,1,123.6
323,8.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
324,9.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
325,10.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
326,11.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
327,12.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
328,13.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
329,14.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.6
330,15.0,1,0,0,0,1,0,0,0,0,0,0,1,1,379.5
331,8.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
332,9.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
333,10.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
334,11.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
335,12.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
336,13.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
337,14.0,0,0,0,1,0,0,0,0,0,0,0,1,1,379.5
338,15.0,0,0,0,1,0,0,0,0,0,0,0,1,1,25.7
339,8.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
340,9.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
341,10.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
342,11.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
343,12.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
344,13.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
345,14.0,0,1,0,1,0,0,0,0,0,0,0,1,1,25.7
346,15.0,0,1,0,1,0,0,0,0,0,0,0,1,1,100.6
347,8.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
348,9.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
349,10.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
350,11.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
351,12.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
352,13.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
353,14.0,1,0,0,1,0,0,0,0,0,0,0,1,1,100.6
354,15.0,1,0,0,1,0,0,0,0,0,0,0,1,1,5.0
355,8.0,0,0,0,1,1,0,0,0,0,0,0,1,1,5.0
356,11.0,0,0,0,1,1,0,0,0,0,0,0,1,1,5.0
357,12.0,0,0,0,1,1,0,0,0,0,0,0,1,1,5.0
358,15.0,0,0,0,1,1,0,0,0,0,0,0,1,1,2.7
359,8.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
360,9.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
361,10.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
362,11.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
363,12.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
364,13.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
365,14.0,0,1,0,1,1,0,0,0,0,0,0,1,1,2.7
366,15.0,0,1,0,1,1,0,0,0,0,0,0,1,1,10.7
367,8.0,1,0,0,1,1,0,0,0,0,0,0,1,1,10.7
368,9.0,1,0,0,1,1,0,0,0,0,0,0,1,1,10.7
369,11.0,1,0,0,1,1,0,0,0,0,0,0,1,1,10.7
370,15.0,1,0,0,1,1,0,0,0,0,0,0,1,1,72.0
371,9.0,0,0,1,0,0,0,0,0,0,0,0,1,1,72.0
372,12.0,0,0,1,0,0,0,0,0,0,0,0,1,1,72.0
373,14.0,0,0,1,0,0,0,0,0,0,0,0,1,1,14.9
374,8.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
375,9.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
376,10.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
377,11.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
378,12.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
379,13.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
380,14.0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.9
381,15.0,0,1,1,0,0,0,0,0,0,0,0,1,1,48.8
