0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,GEO.id2,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC15,HC03_VC29,HC03_VC30,HC03_VC36,HC03_VC38,HC01_VC40,HC03_VC46,HC03_VC47,HC03_VC52,HC01_VC62,HC01_VC69,HC03_VC69,HC01_VC70,HC01_VC87,HC03_VC88,HC01_VC104,HC01_VC106,HC01_VC110,HC01_VC112,HC03_VC112,HC03_VC113,HC03_VC119,HC01_VC120,HC01_VC131,HC01_VC134,HC03_VC134,HC03_VC148,HC03_VC157,HC03_VC158,HC03_VC160,HC01_VC186,HC01_VC187,HC01_VC192,HC01_VC194,HC03_VC194,HC03_VC195,HC03_VC204,HC01_VC206,HC03_VC206,HC_YEAR,target
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21003,1002,527,2430,854,6.1,3.1,25.9,3.9,891,12.4,12.8,34.8,275,275,275,170,4933,19.2,3585,4810,2191,2829,2829,43.3,14.1,1404,13039,269,1.3,100,4.5,28.3,3.7,20,243,68,2526,12.6,1.6,0,60,0.3,2012,86
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21003,794,487,2464,936,4.9,3.6,24.8,3.3,800,10.3,12.5,31.5,234,234,234,107,4948,18.8,3431,4869,2014,2964,2964,40.7,15.8,1790,13214,214,1.1,100,0,19.2,5.1,0,464,170,2258,11.2,1.3,0,140,0.7,2014,3
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21003,794,487,2464,936,4.9,3.6,24.8,3.3,800,10.3,12.5,31.5,234,234,234,107,4948,18.8,3431,4869,2014,2964,2964,40.7,15.8,1790,13214,214,1.1,100,0,19.2,5.1,0,464,170,2258,11.2,1.3,0,140,0.7,2014,27
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1033,712,2171,679,5.3,4.6,22.1,1,890,8.8,15.1,17.6,369,369,369,251,5769,22.1,11160.28183,18692.89599,5929.712559,11959.79801,11959.79801,39.87328442,15.3,1518,16689,363,1.7,66.4,28.7,11.3,2.8,11,334,0,3542,16.8,2.2,0.1,74,0.4,2010,2
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1033,712,2171,679,5.3,4.6,22.1,1,890,8.8,15.1,17.6,369,369,369,251,5769,22.1,11160.28183,18692.89599,5929.712559,11959.79801,11959.79801,39.87328442,15.3,1518,16689,363,1.7,66.4,28.7,11.3,2.8,11,334,0,3542,16.8,2.2,0.1,74,0.4,2010,32
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1129,644,2378,720,5.8,4.9,24.1,0.9,947,9.2,17,9.9,372,372,372,291,5432,23.1,11160.28183,18692.89599,5929.712559,11959.79801,11959.79801,39.87328442,16.5,1629,17097,285,1.3,71.4,29.5,18.2,2.8,24,266,11,3661,17.2,2.6,0.1,58,0.3,2011,7
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1129,644,2378,720,5.8,4.9,24.1,0.9,947,9.2,17,9.9,372,372,372,291,5432,23.1,11160.28183,18692.89599,5929.712559,11959.79801,11959.79801,39.87328442,16.5,1629,17097,285,1.3,71.4,29.5,18.2,2.8,24,266,11,3661,17.2,2.6,0.1,58,0.3,2011,33
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1018,597,2291,845,6.4,4.3,21.5,1.6,1134,10,15.3,26.3,353,353,353,239,5458,21.9,3029,5450,1843,2619,2619,35,14,1634,17659,309,1.4,43,31.7,12.9,0,151,301,22,3671,17,2,0.1,19,0.1,2013,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1018,597,2291,845,6.4,4.3,21.5,1.6,1134,10,15.3,26.3,353,353,353,239,5458,21.9,3029,5450,1843,2619,2619,35,14,1634,17659,309,1.4,43,31.7,12.9,0,151,301,22,3671,17,2,0.1,19,0.1,2013,6
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,1018,597,2291,845,6.4,4.3,21.5,1.6,1134,10,15.3,26.3,353,353,353,239,5458,21.9,3029,5450,1843,2619,2619,35,14,1634,17659,309,1.4,43,31.7,12.9,0,151,301,22,3671,17,2,0.1,19,0.1,2013,18
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,923,549,2431,891,5.6,4.1,21.5,2.5,1150,8.2,15.4,24.5,322,322,322,190,5718,23.3,3126,5424,1859,2847,2847,37.2,11.3,1343,17891,198,0.9,45.8,14.6,22.2,0,101,158,38,3225,14.8,2.4,0,12,0.1,2015,2
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,923,549,2431,891,5.6,4.1,21.5,2.5,1150,8.2,15.4,24.5,322,322,322,190,5718,23.3,3126,5424,1859,2847,2847,37.2,11.3,1343,17891,198,0.9,45.8,14.6,22.2,0,101,158,38,3225,14.8,2.4,0,12,0.1,2015,3
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,923,549,2431,891,5.6,4.1,21.5,2.5,1150,8.2,15.4,24.5,322,322,322,190,5718,23.3,3126,5424,1859,2847,2847,37.2,11.3,1343,17891,198,0.9,45.8,14.6,22.2,0,101,158,38,3225,14.8,2.4,0,12,0.1,2015,12
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,910,566,2538,998,5.2,5.4,21.6,2.2,1230,8,18.5,24.8,267,267,267,126,5930,21.8,3419,5293,2016,3003,3003,40.5,12.7,1269,17784,220,1,100,26.4,0,0,86,131,35,3242,14.8,2.5,0,13,0.1,2016,3
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,910,566,2538,998,5.2,5.4,21.6,2.2,1230,8,18.5,24.8,267,267,267,126,5930,21.8,3419,5293,2016,3003,3003,40.5,12.7,1269,17784,220,1,100,26.4,0,0,86,131,35,3242,14.8,2.5,0,13,0.1,2016,3
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21005,910,566,2538,998,5.2,5.4,21.6,2.2,1230,8,18.5,24.8,267,267,267,126,5930,21.8,3419,5293,2016,3003,3003,40.5,12.7,1269,17784,220,1,100,26.4,0,0,86,131,35,3242,14.8,2.5,0,13,0.1,2016,16
