,target,0,1,2,3,4,5,6,7,8,9
54,2.8,3.5,2.5,2.5,2.7,3.0,3.1,2.6,3.4,3.2,2.1
55,13.0,17.9,13.2,13.6,11.9,13.8,9.2,24.6,7.6,9.4,12.8
56,6.1,5.8,7.6,5.6,5.8,6.6,6.6,6.7,6.5,7.0,4.7
57,9.6,10.6,8.9,9.2,10.8,12.8,9.6,8.1,8.0,10.0,9.2
58,255.0,216.0,226.7,198.4,194.2,230.4,196.7,248.1,231.3,224.7,209.8
59,3.5,32.2,29.2,1.9,1.9,4.8,1.9,26.7,31.2,2.2,4.1
60,6.8,8.7,8.2,7.3,9.2,8.2,7.5,7.0,8.6,7.6,8.7
61,152.6,163.1,120.9,124.0,184.0,157.7,136.0,223.3,141.1,150.5,161.0
62,6.4,11.2,6.9,6.0,7.5,7.0,6.0,5.1,6.7,6.0,6.6
63,211.9,173.9,143.7,129.9,115.7,150.6,145.6,198.2,148.3,147.3,187.7
64,5.3,6.8,6.9,6.6,6.8,7.8,6.9,6.7,8.0,6.1,6.8
65,129.9,149.2,135.4,117.5,119.2,123.7,146.9,128.4,153.6,113.1,176.6
66,7.9,16.4,7.1,7.2,8.2,6.5,7.8,6.9,8.7,8.6,7.9
67,288.8,359.8,407.8,284.9,272.4,425.4,398.3,364.6,319.1,338.3,397.6
68,51.3,4.4,97.7,47.8,51.1,141.0,94.4,47.9,24.3,98.1,1.0
69,10.4,7.5,8.8,9.1,11.0,11.1,14.2,9.2,11.7,9.2,9.1
70,273.5,318.4,237.3,300.3,229.0,274.0,322.0,298.6,262.6,252.0,175.8
71,3.9,5.8,3.8,65.2,2.6,2.9,49.0,4.0,11.8,35.1,3.4
72,8.8,4.9,6.3,5.6,6.2,6.0,10.3,7.7,6.4,8.2,5.7
73,134.7,192.5,183.0,176.6,127.8,162.9,195.2,216.9,198.0,153.7,169.4
74,11.5,7.9,29.9,12.7,34.4,23.8,38.7,13.7,13.0,24.4,23.0
75,7.6,6.5,8.4,7.0,7.6,8.5,7.0,7.4,6.6,7.4,7.9
76,91.2,90.0,82.1,89.1,93.8,83.9,77.4,75.6,76.1,97.2,84.0
77,59.9,59.9,178.8,66.8,71.3,49.1,71.8,55.3,66.0,71.9,156.9
78,9.0,6.8,10.1,8.6,8.0,10.9,8.4,8.0,10.2,7.6,8.7
79,87.5,73.8,70.0,86.9,94.2,67.8,75.6,67.5,79.9,68.4,73.5
80,77.1,68.3,55.6,62.5,93.2,53.4,44.2,51.8,72.0,79.8,75.8
81,6.1,2.9,6.1,3.9,5.0,3.2,5.3,7.2,5.2,6.5,5.7
82,99.0,100.1,66.0,87.6,80.8,81.2,93.6,84.8,73.1,78.5,85.2
83,159.4,156.2,156.4,154.0,162.0,143.4,138.3,131.0,148.6,131.8,155.1
84,5.0,2.6,5.9,2.3,4.6,3.9,4.3,8.6,5.7,5.6,7.1
85,89.7,91.8,83.2,70.4,128.1,124.5,78.3,66.7,117.0,96.5,66.2
86,183.8,183.2,187.0,184.9,176.0,187.6,171.3,157.3,178.6,208.2,150.4
87,14.3,12.8,17.4,10.1,16.0,16.9,14.6,17.6,13.9,16.4,14.1
88,69.8,66.6,72.6,33.8,43.9,40.9,43.8,40.5,55.0,33.7,45.9
89,159.8,129.4,87.1,161.3,137.4,126.1,173.3,121.7,141.2,139.1,128.4
90,65.5,67.7,56.4,73.8,69.4,59.2,48.3,56.4,55.2,76.4,60.1
91,58.6,101.4,71.6,72.8,96.0,57.6,89.8,62.4,87.9,49.6,88.3
92,167.6,190.8,218.3,196.5,227.2,161.4,179.1,173.6,174.3,160.1,194.0
93,63.5,59.8,59.4,47.8,79.7,72.2,74.8,75.6,73.6,77.0,68.7
94,43.7,77.6,43.9,55.1,46.2,51.1,58.3,43.2,31.2,50.3,55.2
95,123.0,141.3,136.2,178.0,132.1,134.1,133.2,150.4,129.8,138.6,102.7
96,2.4,2.8,2.8,2.3,1.9,3.6,2.1,2.1,2.3,2.3,1.9
97,35.9,40.9,37.1,36.7,36.5,29.4,44.1,31.7,37.4,36.2,25.7
98,2.4,2.7,2.6,4.4,3.0,2.0,2.2,2.0,2.2,2.5,2.2
99,25.0,24.7,26.2,23.3,27.9,25.6,37.3,32.1,24.2,29.2,20.2
100,2.1,6.1,2.5,9.8,3.0,1.0,5.9,3.0,1.9,4.0,2.0
101,1.8,1.4,1.7,1.3,1.1,1.5,1.0,1.3,1.8,1.6,1.6
102,25.7,38.2,32.3,32.2,33.6,37.4,35.4,32.8,32.1,42.4,40.7
103,8.1,7.9,5.8,6.3,8.6,16.6,6.2,8.3,7.7,16.5,6.1
104,1.4,1.3,1.6,3.8,1.2,1.2,1.9,1.5,2.6,2.3,2.1
105,15.9,22.3,14.6,11.4,12.1,13.5,15.7,10.6,21.5,13.8,12.3
106,6.1,4.7,5.1,5.4,6.4,5.0,5.2,6.6,7.4,5.9,6.4
107,1.8,2.8,2.2,2.6,2.7,2.8,2.1,2.9,2.2,2.8,1.9
108,15.9,17.6,23.6,14.7,16.5,15.0,17.3,16.0,18.1,14.6,17.1
109,9.5,7.0,14.6,17.6,10.3,9.8,11.2,11.8,6.8,21.9,7.1
110,8.1,7.0,8.5,7.0,7.0,6.5,6.1,6.2,7.7,7.4,7.9
111,212.5,226.3,206.9,158.4,258.2,245.9,225.0,226.7,254.7,209.0,203.8
112,73.5,105.9,62.2,51.6,77.1,47.9,22.9,75.5,35.3,42.1,42.2
113,7.1,6.4,7.4,5.8,5.5,6.8,6.0,6.5,8.1,7.0,6.8
114,263.5,202.3,224.6,235.0,279.1,264.0,277.2,189.2,275.0,307.0,224.8
115,88.7,39.0,41.8,68.3,92.7,98.1,63.2,63.2,78.8,38.5,66.5
116,7.3,5.4,6.5,6.2,8.0,5.6,6.3,6.5,6.4,6.8,6.3
117,170.4,158.9,147.3,180.2,177.1,164.9,142.9,176.8,135.0,121.6,160.5
118,52.3,65.9,57.9,65.3,77.8,73.5,58.9,42.6,63.9,50.9,86.0
119,7.8,7.3,6.6,7.0,7.0,7.2,7.3,7.4,6.4,6.4,7.3
120,141.5,170.5,146.0,151.3,135.0,183.0,160.9,145.5,143.5,143.0,159.3
121,61.8,82.7,58.9,95.0,83.0,80.0,86.3,64.1,84.6,70.0,72.0
122,9.4,10.2,8.7,9.2,9.8,8.7,7.6,8.8,8.8,8.8,9.5
123,135.7,121.8,123.9,123.3,118.7,154.8,118.6,139.9,127.5,112.3,130.3
124,77.8,87.4,77.5,82.1,93.1,84.3,85.4,83.5,78.8,84.2,90.5
125,10.0,10.2,8.8,8.6,8.2,8.8,7.1,9.0,7.9,9.7,9.7
126,118.9,132.4,109.7,150.1,128.6,135.4,107.4,141.1,131.9,135.4,121.9
127,49.0,102.4,47.6,68.3,63.4,78.3,61.9,59.9,64.7,52.9,58.1
128,13.0,11.6,11.9,11.6,12.1,14.5,11.8,11.1,10.6,13.9,13.7
129,72.1,70.8,73.1,96.8,69.9,100.6,65.5,80.7,66.9,63.8,49.0
130,52.5,57.1,49.4,79.9,59.3,62.1,56.1,49.0,38.7,45.6,55.5
131,1.4,1.3,1.4,2.1,2.2,1.0,1.0,1.1,5.5,2.0,3.7
132,55.0,21.1,36.8,48.6,56.3,53.3,51.0,46.8,55.5,62.4,46.9
133,1.5,1.7,2.0,2.0,1.2,1.3,1.0,2.1,2.6,1.1,1.7
134,45.4,39.6,35.1,36.8,43.5,31.7,36.9,37.9,38.3,31.7,29.3
135,7.5,8.8,7.6,5.4,13.8,2.6,17.4,7.1,7.3,8.2,9.7
136,3.5,3.5,3.4,4.1,4.1,7.6,3.3,3.3,3.9,3.1,3.1
137,38.6,30.9,30.8,31.6,36.4,38.3,40.6,37.1,28.3,37.1,42.5
138,1.2,1.6,2.1,2.5,2.9,1.9,1.8,1.8,1.8,1.8,2.6
139,37.6,48.1,32.4,31.4,31.9,38.0,36.3,61.3,34.7,38.8,48.4
140,27.3,34.5,13.5,28.4,31.1,31.8,31.0,23.7,32.9,23.8,36.2
141,5.9,5.4,5.2,3.9,8.0,5.2,5.1,5.0,7.0,8.3,4.1
142,25.4,25.8,28.6,27.5,25.1,26.0,33.6,35.4,35.2,37.6,30.2
143,40.2,35.2,29.9,28.6,43.4,38.6,40.9,39.7,33.8,40.6,31.9
144,8.5,6.4,11.4,4.7,5.8,6.7,5.8,5.7,10.2,9.1,7.6
145,23.2,40.2,23.7,35.1,18.6,25.1,37.2,25.7,19.7,23.9,28.1
146,32.5,33.0,29.9,20.1,28.2,27.9,21.5,32.6,47.4,31.6,31.9
147,14.6,15.0,14.2,11.8,16.7,15.5,16.0,12.2,21.0,10.6,9.8
148,35.4,38.3,50.9,37.8,40.7,39.3,53.9,45.4,38.6,53.7,39.1
149,43.0,49.9,44.8,50.6,43.3,37.8,43.5,47.1,38.9,51.3,49.6
150,1.3,1.6,1.3,1.2,1.0,1.1,1.3,1.5,1.4,1.4,1.5
151,15.6,18.1,14.8,12.5,13.1,16.1,16.5,15.2,15.9,20.0,15.9
152,5.7,2.8,2.1,2.8,4.2,6.1,5.9,4.4,5.3,7.5,4.2
153,1.9,2.1,2.0,2.1,2.0,1.9,2.7,2.0,1.7,2.1,1.9
154,16.1,12.5,12.3,14.2,16.6,13.6,12.0,16.1,12.9,16.2,13.2
155,17.2,12.5,18.2,13.6,20.0,16.0,19.2,17.0,18.1,11.2,18.5
156,1.9,1.9,2.0,1.9,1.6,2.1,1.9,1.9,1.7,2.1,1.9
157,8.2,9.6,10.7,8.8,8.2,10.3,9.4,9.0,9.0,11.8,6.9
158,10.4,9.5,9.7,8.2,9.9,8.4,12.8,10.5,10.3,9.0,10.0
159,1.3,1.6,1.2,1.5,1.1,1.5,1.0,1.5,1.9,1.5,1.8
160,8.4,9.0,7.4,9.1,10.8,7.6,5.4,9.5,8.7,13.1,7.5
161,13.6,11.8,12.5,10.5,13.0,11.6,12.9,10.9,12.2,11.6,11.8
162,2.6,2.9,3.3,2.9,3.0,3.2,3.2,3.7,2.7,2.9,3.0
163,11.6,9.4,11.5,10.5,12.5,11.0,11.5,12.2,9.9,10.7,10.3
164,3.3,3.4,4.1,3.9,4.7,3.0,4.0,3.9,3.9,4.0,4.2
165,4.3,8.2,7.7,5.7,7.2,6.7,3.8,4.3,5.5,5.1,4.7
166,9.9,11.3,11.4,7.4,11.7,12.8,12.2,12.0,12.4,13.6,12.8
167,11.0,11.4,9.6,8.3,11.2,9.1,8.7,8.5,9.1,11.0,7.0
168,54.1,58.3,43.6,46.4,49.4,57.0,48.0,70.1,60.7,55.1,56.9
169,4.1,4.0,3.6,3.6,3.6,4.0,11.2,6.6,11.3,3.8,3.1
170,7.4,7.4,5.1,8.2,5.5,7.9,6.0,6.5,7.9,7.0,6.7
171,14.4,31.2,10.3,15.5,16.8,14.8,20.0,12.9,9.5,26.4,7.5
172,10.1,9.6,6.9,10.1,11.7,11.1,12.3,11.2,12.3,13.0,10.8
173,46.0,53.5,35.3,35.7,59.4,40.9,53.4,41.9,42.6,45.7,49.2
174,5.6,2.8,1.4,1.5,2.6,2.7,1.0,1.5,1.1,2.3,2.8
175,11.5,11.9,8.0,13.1,11.9,13.1,12.2,9.1,9.6,11.6,10.0
176,53.5,47.9,47.8,61.2,52.2,40.3,40.9,46.0,60.8,51.9,55.2
177,1.5,3.2,1.8,1.2,1.5,2.1,1.3,2.9,2.2,2.5,2.0
178,2.2,2.3,3.8,4.4,2.7,6.7,4.6,3.2,4.1,6.9,5.3
179,33.3,18.3,18.1,42.6,19.5,16.3,20.2,19.2,27.0,31.4,40.0
180,4.2,5.4,4.2,6.6,5.3,5.3,5.0,4.5,5.3,4.5,3.4
181,26.9,25.5,22.9,28.0,37.2,30.1,24.9,54.6,25.2,34.9,25.8
182,4.0,4.4,4.0,2.9,2.9,4.2,2.8,3.0,5.4,1.2,2.6
183,24.1,34.0,24.8,24.8,22.7,20.7,17.8,17.4,30.7,32.1,37.0
184,2.8,5.7,2.8,2.4,2.8,3.7,2.0,2.8,2.6,3.3,2.6
185,1.1,2.4,1.5,2.4,1.0,2.0,1.0,1.2,1.1,1.4,1.2
186,5.7,7.3,28.5,16.4,17.7,8.4,6.8,16.3,4.8,9.2,31.0
187,2.5,2.3,1.2,1.6,1.6,1.8,1.0,1.1,1.1,1.0,1.7
188,11.1,8.7,11.6,12.2,8.9,12.2,11.7,10.1,11.4,9.6,10.5
189,8.4,8.1,8.1,7.5,7.5,7.8,6.6,7.7,6.3,7.3,8.9
190,107.5,97.2,99.5,110.9,111.4,91.9,97.5,95.3,104.1,102.5,101.1
191,9.5,10.6,9.8,9.3,9.8,10.8,9.1,13.5,9.8,8.6,9.7
192,96.5,118.6,103.1,108.1,113.4,109.8,112.5,100.0,83.1,95.1,95.1
193,46.2,31.8,48.9,22.3,40.3,8.3,3.7,13.9,15.2,36.8,45.1
194,1.5,4.7,6.2,1.6,2.4,2.8,3.3,2.3,3.0,2.6,2.1
195,81.8,65.7,77.7,96.2,82.3,81.4,91.8,88.9,80.7,87.3,87.9
196,69.2,39.3,49.8,48.3,52.4,47.3,30.2,42.8,53.6,66.4,76.4
197,3.7,6.0,5.4,5.9,4.4,4.5,4.8,5.5,4.5,5.2,4.2
198,62.4,57.8,54.3,49.1,55.4,57.0,51.8,55.6,45.4,65.8,50.0
199,76.2,63.2,87.0,83.4,65.1,71.7,48.3,77.1,41.7,86.1,78.0
200,4.5,5.9,4.1,5.9,5.7,7.4,4.7,7.5,5.1,4.2,5.6
201,39.9,44.2,32.9,41.0,77.2,42.2,39.8,45.7,51.7,45.0,40.1
202,43.9,53.1,48.2,58.3,43.0,45.6,48.2,46.9,34.2,50.2,61.3
203,10.3,10.5,8.9,4.9,6.7,6.7,7.4,8.6,6.4,12.7,4.2
204,50.0,54.1,45.7,34.8,38.6,48.6,27.8,31.2,64.9,31.3,34.7
205,62.7,46.2,47.8,67.7,53.8,42.1,50.5,48.0,56.3,66.3,53.3
206,11.7,9.5,11.1,11.1,20.8,13.3,17.3,12.4,9.7,11.0,11.4
207,32.2,43.9,35.8,29.2,56.6,47.3,23.5,31.0,30.1,18.8,22.6
208,31.0,53.4,47.1,50.6,43.3,37.7,33.9,41.6,61.9,35.7,36.4
209,1.5,2.0,1.4,1.0,1.6,1.1,1.6,1.4,1.0,1.0,2.4
210,4.4,7.9,14.9,7.2,11.9,4.8,4.3,5.1,8.9,21.1,13.7
211,1.4,1.5,1.0,1.3,1.4,2.0,2.6,1.7,1.2,1.9,2.2
212,5.4,10.3,5.3,6.5,5.2,11.6,5.5,6.1,6.1,5.9,9.0
213,2.0,1.6,1.0,2.0,2.0,1.1,1.5,7.2,2.2,1.6,1.9
214,3.5,3.0,3.0,3.1,3.1,3.1,3.8,3.5,3.1,3.8,3.4
215,11.2,12.4,11.4,9.5,9.6,10.4,11.4,9.0,12.3,17.6,22.0
216,2.6,2.9,2.4,4.4,2.3,1.2,3.7,1.8,1.1,4.2,3.2
217,1.3,1.6,1.4,1.5,1.6,1.2,1.0,2.0,2.3,1.1,1.1
218,6.7,12.6,8.3,8.5,12.0,7.9,10.2,9.9,11.4,10.0,17.6
219,2.0,1.9,1.1,1.2,1.1,1.0,1.1,1.0,3.1,2.0,1.8
220,18.8,14.2,15.6,15.8,16.5,19.5,17.6,29.7,17.9,16.6,20.1
221,3.1,1.5,1.2,1.2,2.6,1.0,1.7,1.4,1.5,1.0,1.9
222,16.9,35.5,18.8,15.4,21.1,11.2,14.6,26.5,21.1,9.2,13.9
223,4.7,2.2,2.4,5.9,3.5,2.0,1.3,1.4,1.5,1.2,2.1
224,20.4,23.6,33.1,22.5,20.6,15.8,22.4,25.6,30.8,20.3,22.9
225,3.5,2.0,2.2,6.1,1.0,2.2,2.2,1.3,1.6,1.2,1.8
226,16.6,30.0,30.3,16.0,47.0,15.8,13.5,17.6,14.4,15.7,14.6
227,3.0,1.1,1.9,3.4,1.7,1.1,3.3,1.1,2.9,2.1,5.2
228,31.1,34.9,20.7,14.7,21.1,14.7,17.7,16.1,13.4,18.9,20.7
229,11.0,2.5,4.4,14.4,2.3,4.6,2.9,3.7,5.9,3.8,7.3
230,48.8,44.2,27.2,36.8,36.2,34.5,36.8,39.7,30.8,32.5,32.3
231,17.0,22.2,13.8,19.5,5.3,13.1,18.5,7.1,7.4,10.5,14.1
232,22.9,23.1,29.0,24.9,22.3,25.6,24.9,22.2,23.5,23.5,26.2
233,130.5,99.1,111.1,115.0,87.7,90.6,112.6,115.3,99.5,105.8,116.0
234,115.9,114.3,95.3,104.0,163.8,159.2,70.3,178.6,97.6,123.5,130.8
235,19.5,18.2,24.8,21.1,22.2,21.4,20.6,18.9,21.0,20.3,26.0
236,117.7,111.8,128.1,139.0,147.5,113.0,125.2,115.9,134.3,131.0,119.8
237,149.0,138.2,148.2,169.1,186.4,168.5,130.6,179.2,144.6,150.7,253.6
238,16.6,15.8,14.2,14.0,18.6,10.9,11.2,13.6,15.3,13.4,12.4
239,109.9,108.4,97.3,131.9,160.6,119.0,119.8,111.5,148.0,112.1,93.7
240,284.8,265.7,257.1,247.5,219.4,222.7,263.0,268.0,347.6,230.6,235.3
241,15.4,14.9,16.6,19.2,16.1,14.6,11.9,11.8,14.1,11.6,22.1
242,134.2,97.3,118.6,119.7,96.4,93.9,92.4,137.3,185.7,101.1,96.2
243,383.0,425.2,405.1,301.6,300.0,480.2,371.9,420.8,361.5,368.0,484.6
244,39.0,44.5,47.4,34.8,47.1,34.2,37.0,39.4,46.3,41.6,46.7
245,88.2,91.5,133.7,172.9,133.9,127.7,213.7,132.5,90.0,93.2,134.0
246,372.7,344.9,409.6,500.0,411.8,410.5,384.2,462.6,415.2,416.9,455.7
247,83.5,59.9,69.6,83.3,65.6,76.0,47.5,65.3,65.0,60.3,56.7
248,87.3,81.2,75.4,113.6,123.4,128.2,116.6,121.2,81.2,80.0,160.0
249,382.6,394.5,359.6,325.6,374.0,335.2,378.4,429.5,381.3,401.1,390.4
250,109.6,98.6,77.2,95.0,91.9,97.8,89.7,92.5,53.9,81.2,82.1
251,86.8,94.2,123.4,115.7,122.9,131.8,150.8,150.2,152.0,119.1,150.3
252,383.8,355.9,380.2,294.2,364.3,315.5,362.9,388.5,274.8,388.2,359.9
253,2.0,1.9,1.9,2.4,2.5,1.9,2.2,1.9,3.0,2.0,2.6
254,5.4,3.4,6.4,11.6,6.1,3.9,3.4,6.6,4.5,5.3,3.6
255,3.9,2.4,3.5,3.2,2.8,3.7,3.0,3.4,2.8,4.0,4.3
256,44.7,55.1,41.4,43.8,45.0,31.4,31.2,26.7,42.4,38.6,29.5
257,12.6,18.3,38.2,8.8,22.2,14.2,9.0,14.1,26.6,11.2,18.2
258,3.3,2.6,2.8,2.7,3.1,2.9,2.9,4.2,3.0,3.8,3.6
259,54.0,51.2,48.8,55.8,55.7,47.8,49.0,51.0,55.1,52.2,54.0
260,24.9,26.0,25.0,38.0,23.1,21.8,30.5,33.2,31.2,29.0,37.8
261,2.7,2.2,2.8,2.3,2.3,2.4,1.9,3.2,2.0,3.7,3.1
262,55.7,44.5,56.3,45.8,44.4,54.2,58.4,52.8,51.9,42.4,48.6
263,56.6,56.2,55.2,53.2,57.2,56.5,55.3,58.9,63.2,54.2,55.9
264,5.5,5.4,5.9,5.2,5.7,5.6,5.8,4.2,5.0,4.8,6.5
265,36.0,41.6,39.1,43.2,36.7,34.8,44.9,39.3,30.9,36.8,39.4
266,43.7,44.4,49.8,53.7,47.1,48.7,37.1,42.6,49.0,42.4,38.1
267,7.9,6.8,8.1,7.7,8.9,6.9,8.1,7.3,8.4,6.7,7.8
268,24.6,25.2,30.9,22.0,23.4,21.2,28.8,23.7,20.2,29.7,23.5
269,44.0,23.9,30.5,25.9,31.6,29.9,28.7,33.3,25.0,30.7,24.0
270,7.3,6.0,6.7,7.8,7.5,7.3,7.4,7.3,5.3,5.9,6.7
271,15.8,23.0,13.4,23.4,19.4,31.4,24.5,14.4,14.2,19.6,14.7
272,26.5,34.4,23.7,20.9,13.0,16.6,13.0,20.0,22.7,22.9,16.3
273,2.9,3.8,2.9,2.5,2.8,2.3,2.6,2.6,2.7,2.7,2.5
274,176.8,154.1,173.2,217.0,137.3,149.1,189.9,127.1,203.4,166.6,212.3
275,90.2,28.6,47.8,52.7,3.7,31.9,24.4,24.4,26.7,27.0,126.4
276,1.9,2.8,2.6,2.2,2.1,1.9,3.4,2.5,3.8,2.5,2.8
277,129.6,138.7,129.1,150.8,115.4,126.6,143.9,145.5,121.6,112.8,118.8
278,4.1,2.7,2.8,3.4,2.2,4.1,3.1,3.3,2.6,3.1,3.1
279,115.5,129.0,139.5,158.5,170.8,111.5,158.7,152.0,147.7,102.5,131.2
280,81.7,26.4,15.9,9.6,15.5,14.8,25.3,29.4,24.4,10.8,36.5
281,2.3,2.6,2.5,2.7,2.4,2.8,2.5,3.3,2.7,2.1,2.8
282,78.9,76.4,90.7,73.4,88.0,69.5,95.8,73.4,78.4,80.4,68.9
283,55.5,23.1,28.7,18.0,19.2,25.3,31.7,28.3,31.7,18.2,22.5
284,4.1,4.9,4.4,3.5,5.0,3.8,3.9,3.7,3.4,3.5,3.8
285,65.1,76.0,102.3,79.4,65.1,74.0,81.9,78.4,81.9,81.4,76.7
286,28.0,30.0,43.3,48.1,31.9,40.0,39.3,30.8,45.8,33.6,29.2
287,4.5,4.9,8.1,4.7,5.2,4.5,4.4,5.2,4.1,5.2,4.6
288,49.1,81.1,59.7,63.4,58.8,70.9,58.8,89.9,62.6,58.4,61.9
289,19.3,19.9,17.9,12.3,22.5,14.9,14.0,15.2,20.4,19.0,12.2
290,14.9,27.3,15.6,26.0,8.1,11.2,26.2,8.6,8.4,6.8,8.6
291,35.7,44.0,51.3,40.3,38.6,45.2,40.2,49.2,46.5,40.3,44.1
292,30.5,33.8,44.0,25.2,37.3,23.8,35.1,33.5,41.2,24.5,27.3
293,2.4,2.5,2.7,2.3,2.6,3.0,2.6,2.2,2.6,2.4,3.0
294,41.1,37.5,48.6,54.0,41.7,45.6,46.8,37.9,49.2,34.9,45.7
295,3.0,3.0,2.5,2.2,2.9,2.8,2.7,2.7,2.9,2.3,2.6
296,23.3,14.5,19.9,27.6,20.8,18.1,26.1,21.4,19.4,21.1,25.6
297,1.9,3.4,3.3,2.1,2.4,4.7,2.1,2.7,2.6,4.2,3.7
298,2.0,3.0,2.5,2.6,2.3,2.3,2.5,2.1,2.8,2.7,2.3
299,23.3,24.9,27.0,21.3,27.6,26.6,26.0,22.2,24.0,30.6,25.9
300,3.4,4.6,3.7,2.6,3.2,3.2,3.3,3.7,3.5,3.2,2.8
301,20.9,25.1,30.8,23.6,36.6,21.6,32.7,22.2,20.4,27.4,41.0
302,1.6,2.8,1.7,1.5,1.2,1.4,2.2,1.2,1.4,1.1,1.3
